geneNames	GSM2690785	GSM2690786	GSM2690787	GSM2690788	GSM2690789	GSM2690790
OR51I2	13.827336	17.037233	12.874587	27.420275	13.745883	19.120224
OR51L1	30.420139	15.144207	6.437294	36.144909	109.967064	60.092133
OR51M1	6.452757	5.679078	7.356907	13.710137	6.468651	12.291573
OR51Q1	180.6772	619.966003	321.864685	3349.0127	1077.0304	3697.03198
OR51S1	2.765467	2.839539	6.437294	11.217385	10.511558	4.097191
OR51T1	0.921822	0	0.919613	76.028946	0	4.097191
OR51V1	798.298218	1168.94348	182.08345	431.246155	1411.78308	409.719086
OR52A1	3.68729	5.679078	5.51768	28.666651	4.042907	13.657303
OR52A5	274.703094	304.777161	169.208862	336.521576	555.495361	267.683136
OR52B2	4.609112	3.786052	5.51768	12.463761	5.660069	16.388763
OR52B4	47.012943	56.790775	47.819893	157.043396	50.940624	114.721344
OR52B6	11.983691	11.358155	12.874587	42.376789	6.468651	34.143257
OR52D1	4.609112	6.62559	7.356907	13.710137	5.660069	16.388763
OR52E2	30.420139	57.737289	44.141441	185.710052	45.280556	103.795502
OR52E4	89.416779	114.528069	106.675148	429.999786	122.904366	325.043823
OR52E8|OR52E6	38.716541	44.486107	64.372932	124.637619	34.768997	132.47583
OR52H1	19.358271	42.593082	28.508015	74.78257	35.57758	61.457863
OR52I1|OR52I2	32.263786	44.486107	44.141441	68.55069	33.960419	91.503929
OR52I2	2.765467	2.839539	3.678453	7.478257	4.042907	6.828651
OR52I2|OR52I1	69.136681	88.972214	126.906647	302.869415	68.729416	345.529755
OR52J3	34.10743	35.020977	20.231495	132.115875	42.854813	105.161232
OR52K1	3.68729	7.572104	6.437294	9.971009	8.894395	9.560112
OR52K2	2.765467	1.893026	4.598067	3.739129	3.234325	5.462921
OR52L1	0.921822	3.786052	1.839227	7.478257	2.425744	8.194382
OR52M1	6.452757	9.46513	9.196134	19.942019	8.894395	17.754494
OR52N1	0.921822	1.893026	3.678453	0	0.808581	5.462921
OR52N2	33.185608	66.255905	44.141441	129.623123	39.620487	98.332581
OR52N4	28.576496	25.555849	20.231495	4.985505	6.468651	12.291573
OR52N5	3.68729	4.732565	6.437294	4.985505	2.425744	9.560112
OR52R1	4.609112	6.62559	8.27652	18.695643	6.468651	9.560112
OR52W1	435.100189	654.040466	467.163574	579.564941	333.944092	559.949402
OR56A1	19.358271	27.448875	40.46299	79.768074	23.44886	80.578087
OR56A3	239.673828	535.726318	403.710266	1495.65137	392.970551	1468.16003
OR56A4	176.989899	183.623505	192.199188	557.130127	172.227829	341.432556
OR56A5	6.452757	6.62559	5.51768	9.971009	5.660069	6.828651
OR56B1	14.749159	16.090719	7.356907	39.884037	13.745883	32.777527
OR56B4	11.061869	14.197694	16.55304	22.434771	8.085814	32.777527
OR5A1	221.237381	353.049316	236.340637	350.231689	342.838501	308.655029
OR5A2	53.465702	29.341902	30.34724	104.695595	43.663391	106.526962
OR5AC2	5.530934	2.839539	79.086746	250.521606	74.389481	144.76741
OR5AK2	12.905514	19.876772	16.55304	33.652157	9.702976	28.680336
OR5AN1	47.012943	89.918732	74.488686	98.463715	67.920837	189.836517
OR5AP2	11.983691	18.93026	20.231495	12.463761	10.511558	28.680336
OR5AR1	2.765467	1.893026	4.598067	3.739129	3.234325	5.462921
OR5AS1	1.843645	2.839539	3.678453	6.231881	3.234325	6.828651
OR5AU1	26.732851	26.502361	32.186466	87.24633	96.221184	55.994942
OR5B12	2.765467	3.786052	6.437294	4.985505	4.042907	6.828651
OR5B2	3.68729	3.786052	4.598067	6.231881	1.617163	6.828651
OR5B21	58.996635	142.923447	74.488686	449.941803	118.052879	296.363464
OR5C1	4.609112	10.411642	5.51768	11.217385	6.468651	8.194382
OR5D13	2.765467	4.732565	6.437294	4.985505	3.234325	10.925842
OR5D14	12.905514	18.93026	16.55304	68.55069	18.59737	47.80056
OR5D16	53.465702	125.886223	102.07708	370.173706	91.36969	319.580872
OR5D18	5.530934	9.46513	11.954973	17.449266	8.894395	16.388763
OR5E1P	17.514626	23.662823	30.34724	64.811562	19.405953	60.092133
OR5F1	2.765467	3.786052	3.678453	4.985505	2.425744	2.731461
OR5H14|OR5H1|OR5H15|OR5H6	8.296402	8.518617	6.437294	17.449266	4.851488	16.388763
OR5I1	8.296402	11.358155	13.794201	33.652157	8.894395	28.680336
OR5J2	2.765467	3.786052	1.839227	2.492752	3.234325	5.462921
OR5K1|OR5K2|OR5K4	7.374579	17.037233	11.03536	18.695643	12.12872	25.948875
OR5K3	120.758736	141.976944	138.861618	353.970825	118.861458	260.854492
OR5L2	34.10743	73.828011	67.131775	219.362198	71.963738	154.327515
OR5M10|OR5M1	4.609112	9.46513	8.27652	14.956514	4.851488	20.485954
OR5M11	58.074814	109.795502	84.604431	370.173706	97.029762	249.92865
OR5M1|OR5M10	48.85659	60.576828	74.488686	168.260788	62.260765	121.549995
OR5M3	11.983691	34.074467	20.231495	135.854996	23.44886	87.406738
OR5M8	14.749159	21.769798	17.472654	48.608669	19.405953	40.971909
OR5M9	110.61869	141.976944	134.26355	408.811371	120.478622	323.67807
OR5P2	11.061869	13.251181	19.31188	43.623165	11.320139	36.874718
OR5P3	224.924667	231.895676	230.822952	568.347534	206.188248	379.673035
OR5R1	50.700234	34.074467	45.061054	28.666651	21.831696	27.314606
OR5T2	31.341963	34.074467	41.382603	118.405731	38.811905	62.823593
OR5T3	16.592804	33.127953	26.668787	139.594131	36.386162	118.818535
OR5V1	13.827336	21.769798	26.668787	53.594173	12.12872	62.823593
OR5W2	10.140047	3.786052	3.678453	7.478257	4.851488	31.411797
OR6A2	11.061869	12.304668	12.874587	19.942019	10.511558	17.754494
OR6B1	2.765467	3.786052	4.598067	2.492752	2.425744	8.194382
OR6B3	31.341963	46.379135	35.864922	139.594131	38.003323	109.258423
OR6C1	10.140047	16.090719	15.633427	18.695643	9.702976	25.948875
OR6C2	0.921822	0.946513	-0.919613	0	0.808581	5.462921
OR6C3	25.811028	38.80703	35.864922	99.710091	26.683186	94.23539
OR6C4	64.527573	53.951237	102.07708	53.594173	244.191574	69.652245
OR6C6	33.185608	65.309395	34.025696	249.275238	66.303673	161.156174
OR6C65	70.058502	75.721039	90.122109	189.449173	84.092461	154.327515
OR6C68	5.530934	8.518617	6.437294	12.463761	4.851488	16.388763
OR6C70	3.68729	5.679078	0	4.985505	4.042907	8.194382
OR6C74	169.615326	129.672272	143.459686	211.883942	92.178276	177.544937
OR6C75	5.530934	1.893026	1.839227	8.724633	2.425744	4.097191
OR6C76	2.765467	2.839539	3.678453	8.724633	3.234325	5.462921
OR6F1	18.436449	20.823284	34.945309	110.927475	17.78879	61.457863
OR6K2	13.827336	23.662823	18.392267	49.855045	19.405953	43.703369
OR6K3	3.68729	8.518617	4.598067	9.971009	11.320139	16.388763
OR6K6	2.765467	4.732565	1.839227	1.246376	3.234325	9.560112
OR6M1	23.967382	60.576828	31.266853	188.202805	59.02644	170.716278
OR6N1	67.293037	96.544319	85.52404	261.738983	83.283882	161.156174
OR6N2	25.811028	6.62559	42.302216	133.362244	28.300346	105.161232
OR6P1	28.576496	53.004723	56.096417	82.260826	33.960419	122.915726
OR6Q1	12.905514	21.769798	12.874587	29.913029	21.831696	36.874718
OR6S1	23.967382	25.555849	52.417961	118.405731	18.59737	107.892693
OR6T1	14.749159	26.502361	23.909946	42.376789	20.214535	49.16629
OR6V1	89.416779	265.970123	103.916313	807.651733	198.911011	760.711792
OR6W1P	6.452757	8.518617	10.115748	14.956514	4.851488	19.120224
OR6X1	0.921822	1.893026	0.919613	4.985505	1.617163	1.36573
OR6Y1	0.921822	0.946513	0.919613	1.246376	0	2.731461
OR7A17	15.670981	18.93026	20.231495	33.652157	14.554464	43.703369
OR7A5	2.765467	2.839539	4.598067	8.724633	3.234325	9.560112
OR7C1	25.811028	30.288414	35.864922	138.347748	33.960419	40.971909
OR7C2	9.218225	12.304668	15.633427	23.681147	7.277232	42.337639
OR7D2	38.716541	21.769798	27.588402	108.434723	19.405953	117.452805
OR7D4	41.48201	51.111698	46.90028	157.043396	41.237648	125.647186
OR7E156P|FLJ25694|LOC100134040	1.843645	2.839539	1.839227	226.840454	83.283882	129.744385
OR7E24	2.765467	4.732565	5.51768	3.739129	3.234325	5.462921
OR7E5P	11.061869	13.251181	12.874587	24.927523	8.085814	25.948875
OR7G1	768.799927	1538.0835	2673.31616	1678.86865	809.389954	3042.84717
OR7G2	120.758736	182.677002	144.379303	447.449036	126.947273	278.608978
OR7G3	118.915092	172.26535	153.575424	235.565094	136.650253	292.266296
OR8A1	18.436449	24.609337	21.151108	62.31881	20.214535	47.80056
OR8B12	5.530934	1.893026	6.437294	9.971009	2.425744	6.828651
OR8B4	21.201916	2.839539	8.27652	36.144909	2.425744	8.194382
OR8B8	56.231167	78.560577	65.292549	149.56514	54.17495	176.179199
OR8D1	10.140047	16.090719	17.472654	33.652157	87.326782	36.874718
OR8D2	7.374579	14.197694	12.874587	19.942019	8.894395	27.314606
OR8D4	16.592804	27.448875	22.990334	52.347797	28.300346	55.994942
OR8G1	9.218225	13.251181	14.713814	34.898533	10.511558	28.680336
OR8G2	6.452757	10.411642	6.437294	8.724633	4.851488	10.925842
OR8G5	3.68729	3.786052	3.678453	8.724633	4.851488	10.925842
OR8H1|OR8H3|OR8H2	7242.75879	8468.45117	5188.4585	3367.7085	8204.6748	4904.3374
OR8I2	48.85659	91.811752	86.443657	162.0289	76.006645	192.567963
OR8K1	82.96402	88.972214	98.398628	299.13028	73.580902	213.053925
OR8K3	22.123737	37.860519	24.829561	69.797066	27.491766	88.772469
OR8K5	13.827336	19.876772	22.070721	32.405781	21.831696	38.240448
OR8S1	15.670981	91.811752	116.790894	256.753479	73.580902	259.48877
OR8U1|OR8U9|OR8U8	200.035461	252.718948	212.430679	701.709778	218.316971	483.468506
OR9A2	2.765467	0.946513	1.839227	1.246376	3.234325	6.828651
OR9A4	23.967382	20.823284	26.668787	63.565186	23.44886	51.897751
OR9G4	10381.5645	5444.34229	14577.7109	6619.50391	2034.39062	5281.27881
OR9I1	4.609112	6.62559	7.356907	11.217385	8.894395	12.291573
OR9K2	946.711609	1104.58057	803.742065	552.144653	909.653992	568.143799
OR9Q1	40.560188	83.293137	95.639786	74.78257	26.683186	50.532021
OR9Q2	47.934765	75.721039	41.382603	250.521606	57.409275	274.51178
ORAI1	324.9424135	360.621433	340.256939	690.492372	418.8451385	522.39183
ORAI2	39.945638	45.4326223333333	48.739509	35.7294493333333	36.3861606666667	52.3529946666667
ORAI3	3981.35107	5147.13721	4055.49487	1842.14392	1878.33447	1126.72754
ORAOV1	304.201416	223.37706	426.700592	291.652008	156.056198	259.48877
ORC1	103.24411	116.421089	156.334274	162.0289	63.069344	296.363464
ORC2	483.034943	580.212402	465.324371	310.347656	522.343567	426.107849
ORC3	2204.07739	2270.68457	2460.88525	1428.34705	2365.10034	1211.40271
ORC4	123.985119	144.8164825	106.2153435	77.8985105	170.206375	71.700844
ORC5	896.472304	883.56983	1580.355525	843.7966825	673.1439965	611.164331
ORC6	16.592804	10.411642	32.186466	8.724633	9.702976	9.560112
ORM1|ORM2	57.152989	56.790777	64.8327425	96.5941515	26.6831855	68.2865145
ORM2	18.436449	34.074467	21.151108	100.956467	29.917511	86.041008
ORMDL1	666.9385375	526.261185	501.18927	725.3909365	715.998779	480.054207
ORMDL2	57.152992	102.223396	66.212158	160.782532	96.221184	180.276398
ORMDL3	38.2556315	52.531469	40.0031815	155.173832	61.856472	105.844097
OS9	18765.5391	15713.0615	26514.293	12305.4717	11987.2188	12656.2227
OSBP	3798.83032	5419.73291	4229.30176	7019.59033	6914.98779	4216.00928
OSBP2	137.8124495	179.8374645	71.2700345	339.637498	139.0759885	226.0283545
OSBPL10	139.19519	179.837463	137.022385	221.85495	211.039734	311.386505
OSBPL11	32.263786	87.079193	126.906647	31.159405	57.409275	34.143257
OSBPL1A	513.147826666667	728.499472666667	379.493775666667	1174.086283	598.080675666667	823.080138
OSBPL2	174.224442	263.130585	186.681519	229.333206	443.10257	271.780334
OSBPL3	136.429718	258.398041	258.411346	266.724487	403.482086	258.123016
OSBPL5	579.826294	535.726318	1983.60608	1122.98486	531.237976	1199.11121
OSBPL6	26.7328505	21.2965415	71.270035	85.999954	35.5775805	90.821064
OSBPL7	368.728973	554.656555	1049.27881	601.999695	316.963898	798.952209
OSBPL8	15.670981	17.037233	6.437294	8.724633	38.811905	8.194382
OSBPL9	762.347168	833.877869	558.205322	411.304138	1405.31433	498.491547
OSCAR	30.420139	53.951237	55.176804	16.20289	9.702976	19.120224
OSCP1	243.822029	332.2260285	268.0672915	234.9419095	403.0778125	293.6320115
OSGEP	1110.79602	1190.71326	3656.38281	644.376465	404.29068	667.842102
OSGEPL1	53.465702	93.704781	22.070721	42.376789	111.584229	31.411797
OSGIN1	808.438293	346.423737	450.610535	704.202515	155.24762	468.445496
OSGIN2	400.992767	504.491394	434.977112	1454.521	549.026733	1417.62805
OSM	97.713181	56.790775	156.334274	12.463761	14.554464	19.120224
OSMR	698.126874333333	595.672155666667	434.977127666667	152.473348333333	321.545856	250.383880666667
OSR1	180.2162865	110.2687585	189.440345	353.347626	40.4290685	293.632019
OSR2	56.231167	85.186165	88.282883	215.623077	58.217857	234.905609
OST4	10730.0127	11683.7559	10047.6953	16397.3242	11814.9902	11183.9648
OSTC	887.715027	588.731018	108.514374	676.782227	1824.15955	293.632019
OSTCP1	624.073792	749.638245	243.69754	211.883942	1081.88184	401.524719
OSTCP2	38.716541	46.379135	63.453323	100.956467	48.514881	125.647186
OSTC|OSTCP1	12472.2578	11030.6621	14052.6113	6383.93848	10623.1416	7219.25049
OSTF1	88.494949	141.976944	78.167137	46.115917	164.142014	58.726402
OSTM1	29.4983185	31.708183	26.2089815	8.724633	50.536335	22.5345495
OSTN	4.609112	2.839539	1.839227	6.231881	4.042907	6.828651
OTC	21.201916	33.127953	30.34724	85.999954	25.066021	61.457863
OTOA	4.609112	5.679078	6.437294	12.463761	5.660069	12.291573
OTOA|LOC653786|LOC101060424	10.140047	17.037233	11.954973	17.449266	8.085814	21.851685
OTOF	104.165932	121.153656	87.363266	253.014359	98.646927	260.854492
OTOG	30.4201405	31.7081825	42.76202	57.95649	26.278894	65.555054
OTOGL	7.374579	5.679078	10.115748	11.217385	3.234325	6.828651
OTOL1	31.341963	54.897751	62.533707	98.463715	51.749207	121.549995
OTOP1	9.218225	10.411642	17.472654	26.173899	9.702976	36.874718
OTOP2	6.452757	6.62559	3.678453	36.144909	10.511558	34.143257
OTOP3	6.452757	3.786052	5.51768	23.681147	4.851488	6.828651
OTOR	21.201916	30.288414	29.427628	37.391285	24.257441	68.286514
OTOS	158.553452	192.14212	160.932343	520.985229	158.481949	378.307281
OTP	7.374579	0.946513	6.437294	199.420181	-0.808581	155.693253
OTUB1	505.158691	597.249634	503.94812	659.333008	772.19519	520.343262
OTUB2	129.055145	179.837463	259.330963	299.13028	128.564438	370.112915
OTUD1	63.605748	76.6675445	44.141442	21.811583	84.901039	63.5064585
OTUD3	1537.59985	1915.74219	1333.43933	3489.85327	1139.29114	3044.21289
OTUD4	573.066281666667	597.249674333333	640.050882333333	331.536065333333	735.539472	517.156529666667
OTUD5	3992.41284	3711.27734	7639.22803	6327.85156	2730.57935	4013.88135
OTUD6A	67.293037	132.51181	68.971001	144.579636	96.221184	234.905609
OTUD6B	12.4446025	19.4035155	14.254007	13.7101375	24.661732	23.90028
OTUD7A	104.165932	86.132675	87.363266	85.999954	32.343254	73.749435
OTUD7B	2490.76416	2803.57129	2390.99463	15111.0645	3759.90332	18063.1484
OTX1	46.0911215	52.531468	66.212161	116.5361725	43.2591025	87.406742
OTX2	7.374579	17.037233	16.55304	64.811562	16.980209	58.726402
OVCH1	14.749159	17.983746	21.151108	27.420275	16.171627	39.606178
OVGP1	9.218225	2.839539	3.678453	4.985505	4.851488	10.925842
OVOL1	48.8565865	49.691929	23.45014	717.289454	775.8338095	883.6275
OVOL2	80.198555	84.239655	129.665482	280.434631	160.907684	310.020782
OVOL3	6.452757	12.304668	12.874587	19.942019	7.277232	15.023033
OVOS	5.530934	1.893026	3.678453	9.971009	6.468651	10.925842
OVOS2	8.296402	92.75827	83.684815	326.550568	85.709625	305.923584
OVOS2|LOC100653225|OVOS	26.732851	35.967491	41.382603	62.31881	36.386162	64.189323
OXA1L	841.623901	776.140625	696.147339	421.275146	604.010254	379.673035
OXCT1	431.412903	530.047241	275.884003	3358.98364	5406.1748	1358.90161
OXCT2	1.843645	2.839539	2.75884	3.739129	3.234325	5.462921
OXER1	118.915092	116.421089	137.022385	191.941925	31.534672	162.521912
OXGR1	0	2.839539	2.75884	3.739129	17.78879	5.462921
OXLD1	1217.72742	1370.55078	1727.95349	1552.98474	1436.84912	1459.9657
OXNAD1	26.1183026666667	36.2829953333333	53.9506503333333	109.681099666667	95.143071	106.982203
OXR1	424.652862666667	461.898305333333	195.571116333333	150.811516	589.994862666667	292.721527
OXSM	235.525627	333.645814	188.0609255	231.2027835	396.609142	184.373592
OXSR1	17.514626	18.93026	11.954973	12.463761	21.831696	17.754494
OXT	14.749159	35.967491	13.794201	113.420227	19.405953	81.943817
OXTR	12.905514	18.93026	17.472654	9.971009	11.320139	19.120224
P2RX1	59.918457	68.148933	45.061054	219.362198	33.151836	229.442688
P2RX2	3.68729	3.786052	5.51768	2.492752	2.425744	10.925842
P2RX3	12.905514	17.037233	22.070721	44.869541	11.320139	43.703369
P2RX4	2164.43896	2177.92627	4090.44019	974.666138	769.76947	1546.00671
P2RX5	17.514626	14.197694	18.392267	14.956514	8.894395	20.485954
P2RX5|P2RX5-TAX1BP3	9.218225	17.037233	16.55304	29.913029	12.937302	40.971909
P2RX6	22.123737	22.716311	34.945309	277.941895	37.19474	319.580872
P2RX7	314.341461	490.293701	450.610535	468.637421	162.524857	196.665161
P2RY1	34.10743	32.181438	21.151108	49.855045	27.491766	42.337639
P2RY10	14.749159	23.662823	16.55304	22.434771	12.12872	25.948875
P2RY11	129.976959	218.644485	316.346985	603.246033	139.075989	857.678589
P2RY11|PPAN-P2RY11	20.280094	36.914005	28.508015	28.666651	22.640278	25.948875
P2RY12	2.765467	2.839539	0.919613	7.478257	1.617163	6.828651
P2RY13	61.762104	147.656021	130.585098	67.304314	63.877926	40.971909
P2RY14	51.6220555	93.7047825	57.935641	112.173855	62.6650565	151.596069
P2RY2	29.4983165	31.7081835	40.9227945	105.3187865	57.004984	92.8696595
P2RY4	4.609112	5.679078	5.51768	9.971009	4.851488	8.194382
P2RY6	161.318927333333	173.527372	258.104817	231.410510666667	90.830639	277.698478666667
P2RY8	626.839233	466.63089	475.440094	1727.47729	529.620789	1555.56677
P4HA1	177.911728	228.109619	57.016029	26.173899	97.838341	40.971909
P4HA2	4302.14551	4724.0459	2612.62158	1895.73816	890.248047	1454.50281
P4HA3	48.85659	66.255905	111.273216	168.260788	58.217857	114.721344
P4HB	22295.1973	19425.2852	33185.168	12908.7178	9085.21973	6207.24414
P4HTM	354.901642	430.663391	230.822952	923.564758	712.360168	595.458374
PA2G4	161.318924	165.639771	88.282883	162.0289	256.320282	5.462921
PAAF1	2484.31152	2198.74951	3189.21924	1773.59326	1471.61804	1548.73816
PABPC1	255.344818	334.11908	371.523804	801.419861	254.703125	667.842102
PABPC1L	221.237381	182.677002	395.433746	275.449127	143.118896	293.632019
PABPC1L2A	416.663727	552.76355	444.173248	1809.73816	387.310455	942.353882
PABPC1L2A|PABPC1L2B	88.494949	94.651291	84.604431	297.883911	103.498413	187.105042
PABPC1|PABPC3	1432.51208	1552.28125	697.066956	548.405518	1415.01733	564.046631
PABPC3|PABPC1	584.435425	836.717407	1152.27551	186.956421	690.528503	420.644928
PABPC4	125.367851	189.302582	45.061054	104.695595	150.396133	60.092133
PABPC4L	186.20813	373.87262	96.559403	81.01445	150.396133	84.675278
PABPC5	39.638365	68.622187	67.131775	130.246311	86.5182035	194.616562
PABPN1	30.420139	44.486107	61.614094	88.492706	18.59737	81.943817
PABPN1L	8.296402	13.251181	11.954973	18.695643	12.12872	24.583145
PACRG	7.374579	7.572104	8.27652	39.884037	33.151836	40.971909
PACRGL	16.592804	16.090719	22.990334	42.376789	18.59737	34.143257
PACS1	44.247475	59.630314	58.855255	88.492706	50.132042	73.749435
PACS2	203.722758	266.285641333333	227.451027666667	336.521553666667	212.926421666667	344.164024333333
PACSIN1	54.3875215	141.503681	81.8455885	503.5359535	112.797098	508.734543
PACSIN2	361.815315	373.8726045	338.8775175	585.796814	626.246269	512.831726
PACSIN3	543.875244	354.942352	380.71994	820.11554	452.805542	615.944336
PADI1	286.6867885	307.1434365	430.3790585	3641.911107	346.0728145	2262.3323115
PADI2	44.7083875	106.482704	165.070597	276.072319	339.6041565	353.041275
PADI3	82.042198	93.704781	77.24752	194.434677	83.283882	161.156174
PADI4	60.840279	72.881493	91.041725	204.405685	64.686508	218.516846
PADI6	14.749159	19.876772	15.633427	46.115917	16.171627	32.777527
PAEP	80.198555	98.437347	190.35997	214.376694	47.706299	208.956726
PAF1	130.898788	120.207146	33.106079	92.231834	169.802078	39.606178
PAFAH1B1	6736.67822	4637.91357	4335.05762	9341.58887	8767.44727	4250.15283
PAFAH1B2	61.5777378	75.1531264	63.2693982	155.7970186	139.722861	156.5126892
PAFAH1B3	657.2593995	753.424286	865.815962	828.840149	963.424683	452.739609
PAFAH2	326.7860565	442.9680635	257.491745	655.5938565	849.0104195	384.4530795
PAG1	567.842621	711.304474	717.2984295	143.3332615	249.0430525	170.716286
PAGE1	862.825806	1431.12756	1811.63831	525.970764	1824.15955	1128.09326
PAGE2|PAGE2B|PAGE5	30.4201395	49.218674	84.6044275	56.7101135	27.087476	73.749439
PAGE3	8.7573125	8.5186165	49.199316	114.043421	6.8729415	109.2584265
PAGE4	3.68729	2.839539	4.598067	27.420275	48.514881	12.291573
PAGE5	50.239321	58.2105465	86.443657	157.043396	56.6006955	151.5960615
PAGR1	984.967283	1041.1642325	856.619842	981.521209	1030.13266	659.6477355
PAH	931.962463	570.747314	192.199188	2326.98438	473.020081	3728.4436
PAICS	2346.95996	2411.71484	2093.95972	1624.02808	2586.65186	1606.09888
PAIP1	203.261841	312.349266	173.806921	72.289819	442.698296	154.3275225
PAIP2	901.542358	1231.41333	381.639557	611.970703	1765.13306	610.481445
PAIP2B	23.045561	37.387262	5.977487	23.0579585	46.897718	24.583145
PAK1	1058.7130435	961.6571665	1184.0021825	1034.492186	848.606139	567.4609375
PAK1IP1	4.609112	10.411642	12.874587	4.985505	8.894395	13.657303
PAK2	1739.47888	2045.41443	2104.99487	614.46344	2342.46021	1081.65845
PAK3	86.651306	200.660736	327.382355	159.536148	150.396133	124.281456
PAK4	35.029251	69.095444	34.025696	67.304314	56.600693	72.383705
PAK6	3.68729	6.62559	3.678453	87.24633	51.749207	10.925842
PAK7	27.654673	34.074467	35.864922	67.304314	42.04623	99.698311
PALB2	39.638363	35.967491	31.266853	29.913029	49.323463	27.314606
PALD1	398.227295	628.484619	2783.66968	503.53598	116.435715	1308.36963
PALLD	143.804306	148.602524	92.880951	143.333252	769.76947	311.386505
PALM	853.607544	807.375549	1041.00232	5120.11328	1786.15625	2771.06665
PALM2	105.0877535	136.771122	123.2281915	172.623096	139.0759905	161.839035
PALM3	194.504532	386.177277	305.311646	1031.99951	971.914795	1342.51282
PALMD	122.602386	166.586273	125.067413	259.246246	172.227829	233.539886
PAM	3059.9895005	2619.0012915	992.262795	1448.9122315	2685.7030185	1008.591796
PAM16|CORO7-PAM16	5305.088195	7612.803545	9598.924555	5238.51892	3635.381775	4527.395875
PAMR1	57.152992	61.523342	56.096417	133.362244	109.967064	66.920784
PAN2	2173.19643	1731.6454575	2346.8532585	1542.3905345	1391.972739	1608.8303355
PAN3	29.498317	43.5395945	41.382601	31.159404	48.5148795	46.43483
PANK1	393.618164	818.733704	306.231262	1201.50659	1859.73706	1324.75842
PANK2	1571.70728	1514.42065	2629.17456	1792.28894	2516.30518	1444.94263
PANK3	178.833557	198.767715	239.099472	314.086792	344.455658	326.409546
PANK4	3100.08887	2330.31494	4130.90332	4875.82373	4020.2666	3900.52563
PANX1	512.533264	439.182007	577.517212	382.637482	807.772766	699.253906
PANX2	29.959228	17.037233	12.874587	404.4490635	14.9587555	29.363201
PANX3	2.765467	4.732565	2.75884	12.463761	3.234325	6.828651
PAOX	126.289673	129.672272	150.816589	199.420181	112.392807	210.322464
PAPD4	499.16684	663.032318	467.1635745	372.0432735	703.4657745	497.8086855
PAPD5	66.832127	112.6350425	131.5047075	74.782568	49.7277525	163.8876345
PAPD7	414.820099	311.402771	276.803619	152.057892	281.386322	200.76236
PAPL	4.148201	7.0988475	5.977487	19.318831	5.255779	10.925842
PAPLN	1757.91541	2298.1333	2968.51196	1121.73853	713.168762	2000.79492
PAPOLA	5204.148435	4410.75037	3889.04504	7168.53237	6443.58496	5591.982665
PAPOLB	1.843645	1.893026	2.75884	4.985505	1.617163	1.36573
PAPOLG	2.765467	2.839539	95.639786	12.463761	14.554464	8.194382
PAPPA	56.6920775	86.605934	72.1896475	275.4491345	373.1602785	309.337906
PAPPA2	40.5601855	61.0500845	58.3954475	142.7100675	46.897718	118.818535
PAPSS1	442.474762	607.661316	412.906403	292.898407	1342.245	449.325256
PAPSS2	371.4944285	647.8881165	737.9896995	653.101119	945.635903	1133.5561535
PAQR3	48.85659	60.576828	44.141441	58.579678	215.89122	68.286514
PAQR4	8.296402	4.732565	121.388962	9.971009	22.640278	5.462921
PAQR5	1618.720215	1706.0896	453.3693845	5162.48999	6819.1709	3630.793945
PAQR6	3443.92871	2375.74756	2459.04614	2331.96973	848.201843	1825.98145
PAQR7	71.4412385	85.659418	97.9388245	192.565121	70.3465755	196.665165
PAQR8	5.530934	5.679078	10.115748	11.217385	80.049553	16.388763
PAQR9	22.123737	29.341902	26.668787	13.710137	8.085814	16.388763
PAR-SN	177.911728	573.586853	173.806931	358.956329	507.789093	875.433105
PARD3	3490.9415305	2527.6628505	4547.4881965	5069.011709	2486.387573	3333.74772
PARD3B	226.153759666667	167.217286	141.926997666667	565.023852666667	356.853894	287.713854666667
PARD6A	227.69014	237.574753	312.668549	729.130066	420.462311	639.161743
PARD6B	18.89736	38.807031	30.807048	26.173899	48.1105915	40.9719085
PARD6G	89.8776855	110.268759	92.8809475	127.130367	151.6090015	113.355614
PARD6G-AS1	5.530934	134.404831	2.75884	878.69519	0.808581	499.8573
PARG	200.957291	241.360794	167.369629	272.95639	389.736206	234.905609
PARK2	435.5611095	749.164978	1054.3367445	1735.578745	1212.4677435	757.2974455
PARK7	6960.681155	8527.135235	5651.483645	11882.95067	11480.23805	6900.35217
PARL	1064.70487533333	1114.99224766667	929.116028666667	827.593759333333	1369.46726633333	668.297353
PARM1	637.901123	638.89624	602.806549	821.3618925	2984.0695515	2790.18695
PARN	2169.0481	1678.16748	3297.7334	1862.08594	1554.09338	1429.91956
PARP1	360.432556	400.374969	356.809998	547.159119	664.65387	435.667969
PARP10	5948.52002	7305.18701	10160.8076	7773.64795	1972.12988	6656.56934
PARP11	53.0047895	74.774521	73.1092645	25.550711	73.985193	68.2865145
PARP12	343.378868	485.5611495	332.44022	114.0434205	310.899538	204.859547
PARP14	1956.5680535	1782.283846	1811.178487	381.391106	1096.4363595	697.205286
PARP15	135.507904	122.100166	345.774628	482.347565	57.409275	516.246033
PARP16	36.872898	103.169907	34.025696	38.637661	88.135368	30.046066
PARP2	56.231167	50.165184	29.427628	176.985413	127.755852	132.47583
PARP3	130.898788	178.890945	149.896973	476.115692	218.316971	266.317413
PARP4	957.7734955	1123.5108145	1321.94417	489.8258295	1010.7267075	566.778072
PARP6	2608.75757	3222.87646	4072.04785	3689.27344	1682.65784	3653.32861
